Partner,Tenure,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,City,Gender,Churn Value,CLTV,Referred a Friend,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Device Protection Plan,Premium Tech Support,Streaming Music,Unlimited Data,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Age,Number of Dependents,Satisfaction Score
No,52,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.45,3043.7,Long Beach,Female,0,6107,No,0,52,9.37,59,Yes,No,Yes,Yes,0.0,0,487.24,3530.94,30,0,3
Yes,47,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.6,2723.4,Long Beach,Female,0,2613,Yes,8,47,3.2,18,No,No,No,Yes,0.0,0,150.4,2873.8,53,0,4
No,23,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),49.7,1081.25,Long Beach,Female,0,4790,No,0,23,42.26,2,Yes,No,No,No,0.0,150,971.98,2203.23,44,0,5
Yes,66,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.85,4097.05,Long Beach,Male,0,5500,Yes,10,66,26.91,30,Yes,Yes,No,Yes,0.0,0,1776.06,5873.11,59,2,3
No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,632.2,Long Beach,Female,0,5777,No,0,8,17.3,41,No,No,No,Yes,0.0,0,138.4,770.6,22,0,3
No,47,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.5,4042.3,Long Beach,Male,1,3645,No,0,47,36.58,20,No,No,Yes,No,0.0,50,1719.26,5811.56,65,0,3
No,7,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,164.85,Long Beach,Female,1,5595,No,0,7,48.22,0,No,No,No,No,0.0,0,337.54,502.39,62,0,2
Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.65,8166.8,Long Beach,Female,0,6208,Yes,2,71,4.32,41,Yes,Yes,Yes,Yes,0.0,0,306.72,8473.52,23,2,4
No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,83.4,4113.7,Long Beach,Female,0,4977,No,0,50,47.99,22,No,No,No,Yes,0.0,0,2399.5,6513.2,65,0,3
Yes,46,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.65,3047.15,Long Beach,Male,0,2680,Yes,3,46,46.71,41,Yes,Yes,No,Yes,0.0,0,2148.66,5195.81,23,0,4
No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,70.4,Long Beach,Male,1,4238,No,0,1,29.63,15,No,No,No,Yes,0.0,0,29.63,100.03,40,0,1
No,66,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.35,4193.4,Altadena,Female,0,4824,No,0,66,0.0,73,Yes,Yes,Yes,No,0.0,130,0.0,4323.4,25,0,3
Yes,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.9,3729.75,Arcadia,Female,0,2219,Yes,8,42,20.58,13,Yes,Yes,No,Yes,0.0,0,864.36,4594.11,60,0,3
No,5,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,75.65,399.45,Arcadia,Female,0,2296,No,0,5,29.75,6,No,Yes,No,Yes,0.0,0,148.75,548.2,62,0,5
Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,49.75,331.3,Duarte,Male,1,5651,Yes,4,7,36.14,85,No,No,Yes,Yes,0.0,0,252.98,584.28,24,0,1
No,29,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),70.9,1964.6,La Canada Flintridge,Male,0,2064,No,0,29,28.83,47,Yes,No,Yes,Yes,0.0,0,836.07,2800.67,25,0,4
Yes,27,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.85,1336.15,Monrovia,Female,0,5580,Yes,5,27,19.32,30,No,No,No,Yes,0.0,0,521.64,1857.79,37,5,3
No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,1147.45,Montrose,Female,1,4526,No,0,15,7.99,27,No,No,No,Yes,0.0,0,119.85,1267.3,70,0,3
Yes,25,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,486.05,Sierra Madre,Female,0,5306,Yes,1,25,4.57,0,No,No,No,No,0.0,0,114.25,600.3,25,3,3
Yes,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,1078.9,South Pasadena,Female,1,2120,Yes,1,11,25.67,18,No,No,Yes,Yes,0.0,0,282.37,1361.27,64,0,1
Yes,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,103.05,5925.75,Sunland,Male,0,5586,Yes,4,57,31.79,13,Yes,Yes,No,Yes,0.0,0,1812.03,7737.78,36,0,4
No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),118.35,7804.15,Tujunga,Male,1,6255,No,0,67,22.66,27,Yes,Yes,Yes,Yes,0.0,0,1518.22,9322.37,53,0,1
Yes,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.7,4747.2,Pasadena,Female,0,4787,Yes,3,47,2.98,7,Yes,No,Yes,No,0.0,140,140.06,5027.26,73,0,3
No,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.9,1028.9,Pasadena,Female,0,2054,No,0,13,34.18,19,No,No,No,Yes,0.0,0,444.34,1473.24,47,0,3
No,8,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.45,226.45,Pasadena,Male,1,4549,No,0,8,0.0,4,No,No,No,No,0.0,0,0.0,226.45,55,0,1
Yes,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,4364.1,Pasadena,Female,1,5606,Yes,4,44,11.24,59,No,No,Yes,Yes,0.0,0,494.56,4858.66,19,0,2
Yes,71,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,66.2,4692.55,Pasadena,Male,0,4756,No,0,71,37.03,26,No,No,No,Yes,0.0,0,2629.13,7321.68,42,3,3
Yes,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,2433.9,Pasadena,Male,1,2104,Yes,3,24,49.76,11,Yes,No,Yes,Yes,0.0,0,1194.24,3628.14,70,0,1
No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.2,1217.25,San Marino,Male,1,4958,No,0,15,12.08,5,No,No,No,Yes,0.0,0,181.2,1398.45,75,0,1
No,1,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,19.75,Glendale,Female,0,3666,No,0,1,37.62,0,No,No,No,No,0.0,0,37.62,57.37,57,0,3
No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,72.6,154.3,Glendale,Male,0,5098,No,0,2,15.19,30,No,No,No,Yes,0.0,0,30.38,184.68,73,0,3
No,55,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,116.5,6382.55,Glendale,Male,0,4222,No,0,55,29.3,10,Yes,Yes,No,Yes,0.0,0,1611.5,7994.05,70,0,4
No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,106.8,7623.2,Glendale,Male,0,6423,No,0,71,34.8,21,No,Yes,No,Yes,0.0,0,2470.8,10094.0,67,0,3
Yes,50,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.95,1261.45,Glendale,Male,0,6019,Yes,3,50,22.3,0,No,No,No,No,0.0,0,1115.0,2376.45,33,1,5
No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.25,89.25,Glendale,Male,0,5579,No,0,1,16.64,2,No,No,Yes,Yes,0.0,0,16.64,105.89,49,0,5
No,5,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,86.05,Glendale,Male,0,3056,No,0,5,21.01,0,No,No,No,No,0.0,0,105.05,191.1,32,0,3
No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),104.55,6779.05,Glendale,Female,0,4494,No,0,66,16.39,26,Yes,Yes,No,Yes,0.0,0,1081.74,7860.79,44,0,3
Yes,49,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,87.2,4345.0,La Crescenta,Female,0,4567,Yes,4,49,33.07,23,Yes,Yes,Yes,Yes,0.0,0,1620.43,5965.43,32,2,3
Yes,3,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.75,82.85,Agoura Hills,Female,0,4133,Yes,7,3,0.0,3,No,No,No,Yes,0.0,0,0.0,82.85,75,0,5
Yes,66,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.7,1714.55,Calabasas,Male,0,5517,Yes,3,66,42.84,0,No,No,No,No,0.0,0,2827.44,4541.99,32,3,4
No,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.2,893.2,Canoga Park,Male,0,3157,No,0,11,5.84,10,No,No,Yes,No,0.0,30,64.24,987.44,31,2,5
No,28,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),30.1,810.85,Canoga Park,Male,0,2653,No,0,28,0.0,48,No,Yes,No,Yes,0.0,0,0.0,810.85,29,0,4
Yes,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,99.35,6347.55,Winnetka,Male,0,6300,Yes,9,65,30.44,20,Yes,No,No,Yes,0.0,0,1978.6,8326.15,31,0,4
No,62,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.2,1123.65,West Hills,Female,0,4937,No,0,62,24.03,0,No,No,No,No,0.0,0,1489.86,2613.51,45,0,4
Yes,2,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.1,43.15,Chatsworth,Female,0,4158,Yes,9,2,32.86,0,No,No,No,No,0.0,0,65.72,108.87,38,0,3
No,2,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,35.1,Encino,Female,0,3746,No,0,2,2.46,0,No,No,No,No,0.0,0,4.92,40.02,57,0,5
Yes,55,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.65,1388.0,Newbury Park,Female,0,4466,Yes,1,55,1.44,0,No,No,No,No,0.0,0,79.2,1467.2,36,3,5
Yes,41,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,3851.45,Newhall,Male,0,4914,Yes,8,41,46.46,2,No,No,Yes,No,0.0,40,1904.86,5796.31,65,0,3
Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,1743.5,Northridge,Female,1,2365,Yes,1,17,4.91,15,Yes,No,Yes,Yes,0.0,0,83.47,1826.97,38,0,1
No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),94.4,2638.1,Northridge,Female,0,4584,No,0,30,2.67,27,No,Yes,Yes,Yes,0.0,0,80.1,2718.2,64,0,5
No,17,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,56.1,946.95,Porter Ranch,Male,0,5025,No,0,17,36.47,15,No,No,No,Yes,0.0,0,619.99,1566.94,58,0,3
Yes,16,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),68.25,1114.85,Pacoima,Female,0,3559,Yes,10,16,20.12,30,No,Yes,Yes,Yes,0.0,0,321.92,1436.77,32,1,3
No,72,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1777.6,Reseda,Male,0,5398,No,0,72,29.29,0,No,No,No,No,0.0,0,2108.88,3886.48,25,0,5
No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,684.85,San Fernando,Male,0,2062,No,0,9,34.75,3,No,No,No,Yes,0.0,0,312.75,997.6,48,0,5
No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.35,74.35,Sylmar,Female,0,4237,No,0,1,24.41,4,No,No,No,Yes,0.0,0,24.41,98.76,43,0,4
No,23,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,54.15,1312.45,North Hills,Male,0,2496,No,0,23,8.4,27,No,Yes,No,No,0.0,40,193.2,1545.65,64,1,4
No,8,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.45,159.2,Granada Hills,Male,0,4119,No,0,8,1.95,0,No,No,No,No,0.0,0,15.6,174.8,28,3,5
Yes,19,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,34.95,610.2,Mission Hills,Male,0,3422,Yes,3,19,0.0,52,No,No,No,Yes,0.0,0,0.0,610.2,23,1,3
No,7,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.65,404.35,Santa Clarita,Female,0,4389,No,0,7,40.42,17,No,No,No,Yes,0.0,0,282.94,687.29,46,0,4
No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,Canyon Country,Male,1,5844,No,0,1,7.23,2,No,No,No,Yes,0.0,0,7.23,76.88,70,0,2
No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,104.0,6363.45,Sun Valley,Male,0,4344,No,0,61,45.69,48,Yes,No,Yes,Yes,0.0,0,2787.09,9150.54,24,0,3
Yes,57,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.35,4124.65,Valencia,Female,0,5779,Yes,1,57,48.0,24,No,Yes,No,Yes,0.0,0,2736.0,6860.65,32,0,3
No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.8,713.1,Valencia,Male,1,3890,No,0,9,20.34,7,No,No,Yes,Yes,0.0,0,183.06,896.16,39,0,3
No,15,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,64.85,950.75,Tarzana,Male,0,4442,No,0,15,43.69,29,Yes,No,Yes,Yes,0.0,0,655.35,1606.1,31,3,4
No,1,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,19.65,Thousand Oaks,Female,0,4639,No,0,1,23.67,0,No,No,No,No,0.0,0,23.67,43.32,42,0,3
Yes,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.9,505.95,Westlake Village,Female,0,5790,No,0,12,30.79,4,No,No,No,Yes,0.0,0,369.48,875.43,39,0,3
No,54,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,1149.65,Thousand Oaks,Male,0,6094,No,0,54,27.3,0,No,No,No,No,0.0,0,1474.2,2623.85,48,0,3
Yes,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.8,169.65,Woodland Hills,Male,0,2114,Yes,1,4,25.9,19,No,No,No,Yes,0.0,0,103.6,273.25,40,2,5
No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.3,526.7,Woodland Hills,Female,1,3949,No,0,7,39.21,42,No,No,Yes,No,0.0,10,274.47,811.17,21,0,2
Yes,20,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35,393.15,Oak Park,Female,0,4390,Yes,1,20,27.96,0,No,No,No,No,0.0,0,559.2,952.35,23,0,3
No,26,No,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,45.8,1147.0,Stevenson Ranch,Female,0,3287,No,0,26,0.0,19,No,Yes,Yes,Yes,0.0,0,0.0,1147.0,51,2,4
Yes,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,3021.6,Castaic,Male,1,2987,Yes,1,36,31.65,15,No,No,No,Yes,0.0,0,1139.4,4161.0,71,0,1
Yes,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.95,5718.2,Van Nuys,Female,0,4163,Yes,1,53,18.0,20,Yes,Yes,Yes,Yes,0.0,0,954.0,6672.2,36,0,4
No,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,191.35,Panorama City,Male,1,3520,No,0,3,35.64,6,No,Yes,Yes,Yes,0.0,0,106.92,298.27,48,0,2
No,68,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),64.35,4539.6,Sherman Oaks,Female,0,4146,No,0,68,0.0,28,Yes,Yes,Yes,No,0.0,130,0.0,4669.6,38,0,3
Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.8,6397.6,Van Nuys,Male,0,5028,Yes,1,72,20.63,26,Yes,Yes,Yes,Yes,0.0,0,1485.36,7882.96,64,2,4
No,12,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.95,280.4,Van Nuys,Male,0,4443,No,0,12,25.57,0,No,No,No,No,0.0,0,306.84,587.24,61,0,5
Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.6,2718.3,Van Nuys,Female,1,3980,Yes,1,34,25.84,15,No,No,No,Yes,0.0,0,878.56,3596.86,79,0,1
Yes,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),84.7,5711.05,Sherman Oaks,Female,0,5520,Yes,1,68,7.87,4,No,No,No,Yes,0.0,0,535.16,6246.21,52,0,3
No,50,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.8,3478.15,Encino,Female,0,4798,No,0,50,37.52,71,Yes,Yes,No,Yes,0.0,0,1876.0,5354.15,25,2,4
No,1,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,36.45,36.45,Burbank,Female,1,5303,No,0,1,0.0,26,No,No,No,Yes,0.0,0,0.0,36.45,79,0,3
No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,4133.95,Burbank,Female,0,4477,No,0,41,6.33,15,Yes,No,No,Yes,0.0,0,259.53,4393.48,78,0,5
Yes,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,2917.65,Burbank,Male,0,4828,Yes,1,30,48.02,24,No,Yes,No,Yes,0.0,0,1440.6,4358.25,79,0,5
No,1,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.3,54.3,Burbank,Male,0,3259,No,0,1,34.02,24,No,No,No,No,0.0,10,34.02,98.32,62,0,5
Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,2964.8,Burbank,Male,0,3733,Yes,1,29,49.36,19,Yes,No,No,Yes,0.0,0,1431.44,4396.24,69,1,4
Yes,23,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.1,2198.3,North Hollywood,Female,0,5991,Yes,1,23,27.97,51,Yes,Yes,Yes,Yes,0.0,0,643.31,2841.61,20,2,4
No,60,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,1189.9,North Hollywood,Male,0,5316,No,0,60,16.59,0,No,No,No,No,0.0,0,995.4,2185.3,49,2,3
Yes,72,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.45,1914.5,Studio City,Female,0,5534,Yes,1,72,22.22,0,No,No,No,No,0.0,0,1599.84,3514.34,21,0,4
No,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,2001.5,North Hollywood,Male,1,5438,No,0,22,39.58,12,Yes,No,No,Yes,0.0,0,870.76,2872.26,39,0,2
No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.1,5336.35,North Hollywood,Male,0,6284,No,0,72,15.03,22,Yes,Yes,No,Yes,0.0,0,1082.16,6418.51,32,0,3
No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),108.1,7238.6,Valley Village,Female,0,4722,No,0,66,3.57,28,Yes,No,No,Yes,0.0,0,235.62,7474.22,72,0,3
Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.15,7998.8,Rancho Cucamonga,Female,0,5065,Yes,7,72,12.85,24,Yes,Yes,Yes,No,0.0,70,925.2,8994.0,54,0,4
Yes,47,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,80.35,3825.85,Azusa,Female,1,5915,Yes,1,47,38.31,7,No,No,No,No,0.0,90,1800.57,5716.42,73,0,1
No,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.5,5703.25,Baldwin Park,Female,0,4363,No,0,51,43.79,82,Yes,Yes,Yes,Yes,0.0,0,2233.29,7936.54,19,0,4
Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.5,7397.0,Chino Hills,Female,0,6319,Yes,2,70,5.93,19,Yes,No,Yes,Yes,0.0,0,415.1,7812.1,47,1,5
No,9,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.9,164.6,Chino,Male,0,3643,No,0,9,4.02,0,No,No,No,No,0.0,0,36.18,200.78,28,0,4
Yes,59,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,111.1,6555.2,Claremont,Male,0,4952,Yes,1,59,46.1,57,No,Yes,Yes,Yes,0.0,0,2719.9,9275.1,40,3,4
No,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.7,225.65,Covina,Male,0,2584,No,0,3,25.04,17,No,Yes,Yes,Yes,0.0,0,75.12,300.77,44,1,3
Yes,38,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.85,955.75,Covina,Male,0,3511,Yes,2,38,0.0,30,No,No,No,Yes,0.0,0,0.0,955.75,69,0,3
No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),91.2,3382.3,Covina,Female,0,5135,No,0,37,11.73,30,Yes,No,No,No,0.0,0,434.01,3816.31,52,0,3
No,37,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),65.6,2313.8,Rancho Cucamonga,Male,0,3183,No,0,37,38.43,30,Yes,Yes,No,Yes,0.0,0,1421.91,3735.71,35,0,4
Yes,24,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.65,933.3,El Monte,Female,1,3843,Yes,1,24,0.0,29,Yes,No,No,Yes,0.0,0,0.0,933.3,74,0,1
Yes,14,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.45,780.85,El Monte,Female,0,5723,Yes,4,14,42.64,69,No,Yes,No,Yes,0.0,0,596.96,1377.81,29,2,3
Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.95,7852.4,South El Monte,Male,0,6258,Yes,9,72,40.78,22,No,Yes,Yes,Yes,0.0,0,2936.16,10788.56,58,0,4
Yes,53,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,60.45,3184.25,Rancho Cucamonga,Male,1,5650,Yes,1,53,0.0,13,Yes,Yes,Yes,Yes,0.0,0,0.0,3184.25,61,0,2
Yes,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,764.95,Rancho Cucamonga,Female,1,2656,Yes,1,8,29.0,30,No,No,Yes,Yes,0.0,0,232.0,996.95,58,0,1
Yes,72,No,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),38.5,2763.0,Glendora,Male,0,4710,Yes,8,72,0.0,82,Yes,No,No,Yes,0.0,0,0.0,2763.0,25,3,4
Yes,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.55,1614.7,Glendora,Female,0,3689,Yes,9,17,3.83,20,No,No,No,Yes,0.0,0,65.11,1679.81,77,0,3
Yes,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.55,145.4,La Puente,Female,1,5799,Yes,1,2,8.5,59,No,No,Yes,Yes,0.0,0,17.0,162.4,27,0,1
Yes,8,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.15,156.25,Hacienda Heights,Female,1,4785,Yes,1,8,11.35,0,No,No,No,No,0.0,0,90.8,247.05,24,0,3
Yes,48,No,No,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,34.7,1604.5,La Puente,Female,1,5995,Yes,1,48,0.0,22,Yes,No,No,Yes,0.0,0,0.0,1604.5,31,0,2
No,10,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.5,270.15,Rowland Heights,Female,0,5594,No,0,10,17.01,0,No,No,No,No,0.0,0,170.1,440.25,51,0,3
Yes,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.7,,La Verne,Male,0,4890,Yes,5,10,46.23,0,No,No,No,No,0.0,0,462.3,659.84,38,2,5
No,1,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,20.6,Mira Loma,Male,0,5370,No,0,1,1.48,0,No,No,No,No,0.0,0,1.48,22.08,55,0,3
